Product Category,Product Name,Unit Price,ratings
PREPARED FOODS,Meat,254.93,4.33
PREPARED FOODS,Snack Foods,239.46,3.5
PREPARED FOODS,Snack Foods,115.75,2.46
PREPARED FOODS,Frozen Foods,39.78,3.72
PREPARED FOODS,Snack Foods,209.79,3.51
PREPARED FOODS,Fruits and Vegetables,103.63,5
PREPARED FOODS,Household,217.12,4.22
PREPARED FOODS,Soft Drinks,224.37,4.59
PREPARED FOODS,Frozen Foods,236.19,2.53
PREPARED FOODS,Household,127.27,4.23
PREPARED FOODS,Household,127.4,4.9
PREPARED FOODS,Household,165.18,4.97
PREPARED FOODS,Baking Goods,221.51,3.26
PREPARED FOODS,Snack Foods,228.27,4.58
PREPARED FOODS,Canned,211.33,5
PREPARED FOODS,Canned,94.91,4.76
PREPARED FOODS,Starchy Foods,164.95,4.76
PREPARED FOODS,Snack Foods,227.44,2.5
PREPARED FOODS,Frozen Foods,82.32,3.68
PREPARED FOODS,Breads,63.72,4.77
PREPARED FOODS,Breads,140.38,5
PREPARED FOODS,Household,128.67,1.6
PREPARED FOODS,Meat,89.12,3.42
PREPARED FOODS,Fruits and Vegetables,116.25,2.11
PREPARED FOODS,Snack Foods,237.72,3.92
PREPARED FOODS,Baking Goods,207.53,4.22
PREPARED FOODS,Hard Drinks,52.23,3.37
PREPARED FOODS,Health and Hygiene,35.09,4.26
PREPARED FOODS,Meat,43.91,4.86
PREPARED FOODS,Fruits and Vegetables,188.39,4.22
PREPARED FOODS,Baking Goods,52.3,4.66
PREPARED FOODS,Meat,36.35,5
PREPARED FOODS,Fruits and Vegetables,242.85,5
PREPARED FOODS,Dairy,154.13,3.74
PREPARED FOODS,Soft Drinks,92.11,4.21
PREPARED FOODS,Snack Foods,119.14,5
PREPARED FOODS,Fruits and Vegetables,231.66,5
PREPARED FOODS,Snack Foods,228.64,2.98
PREPARED FOODS,Frozen Foods,121.24,5
PREPARED FOODS,Starchy Foods,60.49,4.04
PREPARED FOODS,Household,162.75,3.76
PREPARED FOODS,Fruits and Vegetables,100.07,2.93
PREPARED FOODS,Health and Hygiene,164.58,3.35
PREPARED FOODS,Dairy,214.98,4.98
PREPARED FOODS,Health and Hygiene,103.67,4.87
PREPARED FOODS,Fruits and Vegetables,123.24,2.62
PREPARED FOODS,Health and Hygiene,156.96,4.4
PREPARED FOODS,Frozen Foods,38.05,4.14
PREPARED FOODS,Meat,141.28,3.37
PREPARED FOODS,Hard Drinks,173.91,5
PREPARED FOODS,Canned,40.25,4.02
PREPARED FOODS,Dairy,82.42,2.68
PREPARED FOODS,Frozen Foods,126.2,1.45
PREPARED FOODS,Fruits and Vegetables,125.5,3.47
PREPARED FOODS,Meat,99.97,5
PREPARED FOODS,Soft Drinks,45.11,4.62
PREPARED FOODS,Hard Drinks,176.14,3.72
PREPARED FOODS,Soft Drinks,172.67,4.88
PREPARED FOODS,Baking Goods,107.13,4.56
PREPARED FOODS,Frozen Foods,124.84,4.49
PREPARED FOODS,Canned,90.35,3.59
PREPARED FOODS,Canned,103.8,3.43
PREPARED FOODS,Soft Drinks,43.38,3.2
PREPARED FOODS,Household,141.55,3.85
PREPARED FOODS,Fruits and Vegetables,228.2,4.23
PREPARED FOODS,Snack Foods,229.44,2.18
PREPARED FOODS,Others,195.05,4.15
PREPARED FOODS,Household,42.65,2.48
PREPARED FOODS,Meat,233.76,3.62
PREPARED FOODS,Snack Foods,146.98,4.5
PREPARED FOODS,Baking Goods,162.42,2.48
PREPARED FOODS,Dairy,63.05,2.75
PREPARED FOODS,Frozen Foods,145.61,3.34
PREPARED FOODS,Snack Foods,100.63,3.58
PREPARED FOODS,Dairy,92.64,4.75
PREPARED FOODS,Meat,110.45,4.82
PREPARED FOODS,Snack Foods,44.74,4.21
PREPARED FOODS,Frozen Foods,59.42,3.42
PREPARED FOODS,Fruits and Vegetables,122.5,3.28
PREPARED FOODS,Baking Goods,33.49,3.18
PREPARED FOODS,Dairy,152.33,5
PREPARED FOODS,Frozen Foods,88.12,5
PREPARED FOODS,Snack Foods,191.28,3.02
PREPARED FOODS,Meat,160.66,4.04
PREPARED FOODS,Canned,187.12,3.72
PREPARED FOODS,Frozen Foods,121.14,3.64
PREPARED FOODS,Fruits and Vegetables,216.35,4.01
PREPARED FOODS,Breads,85.46,3.99
PREPARED FOODS,Health and Hygiene,165.15,3.57
PREPARED FOODS,Meat,152.37,2.54
PREPARED FOODS,Frozen Foods,145.44,2.92
PREPARED FOODS,Baking Goods,98.77,3.37
PREPARED FOODS,Dairy,55.59,2.47
PREPARED FOODS,Fruits and Vegetables,250.91,4.87
PREPARED FOODS,Fruits and Vegetables,110.03,4.95
PREPARED FOODS,Snack Foods,62.35,4.35
PREPARED FOODS,Fruits and Vegetables,178.04,3.42
PREPARED FOODS,Starchy Foods,123.1,5
PREPARED FOODS,Household,152.47,4.89
PREPARED FOODS,Health and Hygiene,96.81,3.68
PREPARED FOODS,Dairy,254.27,3.83
PREPARED FOODS,Fruits and Vegetables,194.08,2.48
PREPARED FOODS,Canned,86.62,4.48
PREPARED FOODS,Household,178.14,4.6
PREPARED FOODS,Soft Drinks,45.91,4.82
PREPARED FOODS,Snack Foods,214.22,3.86
PREPARED FOODS,Meat,80.63,3.15
PREPARED FOODS,Household,174.94,4.12
PREPARED FOODS,Health and Hygiene,36.39,4.42
PREPARED FOODS,Snack Foods,239.62,2.8
PREPARED FOODS,Snack Foods,121.24,4.94
PREPARED FOODS,Frozen Foods,248.35,3.74
PREPARED FOODS,Snack Foods,125.67,3.17
PREPARED FOODS,Dairy,45.27,1.95
PREPARED FOODS,Seafood,109.66,3.59
PREPARED FOODS,Dairy,238.55,2.91
PREPARED FOODS,Fruits and Vegetables,195.88,4
PREPARED FOODS,Health and Hygiene,121.67,2.27
PREPARED FOODS,Baking Goods,87.95,3.83
PREPARED FOODS,Snack Foods,207.96,3.41
PREPARED FOODS,Soft Drinks,175.47,4.22
PREPARED FOODS,Fruits and Vegetables,104.93,3.75
PREPARED FOODS,Canned,39.11,4.19
PREPARED FOODS,Fruits and Vegetables,162.92,3.2
PREPARED FOODS,Snack Foods,109.53,4.52
PREPARED FOODS,Starchy Foods,261.33,4.62
PREPARED FOODS,Household,189.85,2.81
PREPARED FOODS,Dairy,181.33,2.79
PREPARED FOODS,Household,125.9,4.12
PREPARED FOODS,Hard Drinks,60.79,3.25
PREPARED FOODS,Fruits and Vegetables,238.95,5
PREPARED FOODS,Soft Drinks,241.05,2.4
PREPARED FOODS,Meat,184.36,4.59
PREPARED FOODS,Fruits and Vegetables,161.82,1.68
PREPARED FOODS,Snack Foods,111.16,4.35
PREPARED FOODS,Others,81.06,4.67
PREPARED FOODS,Baking Goods,98.6,5
PREPARED FOODS,Snack Foods,152.27,4.35
PREPARED FOODS,Fruits and Vegetables,194.41,4.37
PREPARED FOODS,Hard Drinks,73.84,3.66
PREPARED FOODS,Dairy,240.25,4.8
PREPARED FOODS,Snack Foods,186.89,4.88
PREPARED FOODS,Dairy,177.3,4.65
PREPARED FOODS,Baking Goods,74.84,2.21
PREPARED FOODS,Others,184.29,2.09
PREPARED FOODS,Canned,52.7,3.86
PREPARED FOODS,Soft Drinks,150.87,5
PREPARED FOODS,Household,232.26,1.73
PREPARED FOODS,Breads,33.86,2
PREPARED FOODS,Meat,199.04,3.34
PREPARED FOODS,Dairy,39.65,5
PREPARED FOODS,Canned,109.73,4.64
PREPARED FOODS,Snack Foods,187.99,4.24
PREPARED FOODS,Dairy,63.02,3.85
PREPARED FOODS,Frozen Foods,146.91,3.16
PREPARED FOODS,Breakfast,132.86,3.97
PREPARED FOODS,Snack Foods,156.8,3.85
PREPARED FOODS,Household,122.84,3.47
PREPARED FOODS,Household,168.84,3.84
PREPARED FOODS,Snack Foods,107.06,4.8
PREPARED FOODS,Baking Goods,234.66,2.72
PREPARED FOODS,Fruits and Vegetables,176.34,3.24
PREPARED FOODS,Breads,194.28,1.57
PREPARED FOODS,Baking Goods,40.61,3.63
PREPARED FOODS,Household,258.5,3.07
PREPARED FOODS,Household,117.08,2.39
PREPARED FOODS,Breads,85.69,2.32
PREPARED FOODS,Fruits and Vegetables,36.58,4.19
PREPARED FOODS,Household,264.79,4.6
PREPARED FOODS,Fruits and Vegetables,117.95,5
PREPARED FOODS,Meat,244.25,4.31
PREPARED FOODS,Snack Foods,59.92,4.64
PREPARED FOODS,Household,170.84,5
PREPARED FOODS,Soft Drinks,185.92,2.84
PREPARED FOODS,Snack Foods,197.31,4.32
PREPARED FOODS,Breakfast,194.65,3.96
PREPARED FOODS,Fruits and Vegetables,47.97,4.21
PREPARED FOODS,Fruits and Vegetables,171.84,3.27
PREPARED FOODS,Canned,215.12,5
PREPARED FOODS,Fruits and Vegetables,237.46,3.9
PREPARED FOODS,Snack Foods,104.93,4.2
PREPARED FOODS,Health and Hygiene,143.22,3.36
PREPARED FOODS,Fruits and Vegetables,146.28,2.45
PREPARED FOODS,Dairy,152.33,3.12
PREPARED FOODS,Snack Foods,114.45,4.07
PREPARED FOODS,Meat,103.8,2.5
PREPARED FOODS,Others,55.36,3.4
PREPARED FOODS,Canned,184.69,3.11
PREPARED FOODS,Baking Goods,224.11,2.08
PREPARED FOODS,Household,62.02,3.76
PREPARED FOODS,Fruits and Vegetables,128.87,2.76
PREPARED FOODS,Household,33.09,2.31
PREPARED FOODS,Snack Foods,118.61,4.13
PREPARED FOODS,Fruits and Vegetables,54.73,4.17
PREPARED FOODS,Snack Foods,171.54,3.96
PREPARED FOODS,Soft Drinks,105.53,3.14
PREPARED FOODS,Frozen Foods,245.01,3.41
PREPARED FOODS,Fruits and Vegetables,110.79,2.96
PREPARED FOODS,Others,101.5,3.28
PREPARED FOODS,Health and Hygiene,177.27,2.87
PREPARED FOODS,Household,260.2,4.47
PREPARED FOODS,Canned,91.38,3.92
PREPARED FOODS,Breads,229.77,2.88
PREPARED FOODS,Frozen Foods,36.72,4.59
PREPARED FOODS,Canned,186.36,3.2
PREPARED FOODS,Meat,196.95,4.16
PREPARED FOODS,Household,98.57,3.82
PREPARED FOODS,Meat,100.5,3.12
PREPARED FOODS,Baking Goods,61.22,5
PREPARED FOODS,Snack Foods,259.46,3.44
PREPARED FOODS,Soft Drinks,80.66,4.04
PREPARED FOODS,Snack Foods,146.88,4.31
PREPARED FOODS,Baking Goods,93.45,4.93
PREPARED FOODS,Snack Foods,261.69,1.18
PREPARED FOODS,Household,126.4,5
PREPARED FOODS,Snack Foods,168.68,0.91
PREPARED FOODS,Health and Hygiene,101.04,4.26
PREPARED FOODS,Household,89.91,3.03
PREPARED FOODS,Canned,117.01,3.12
PREPARED FOODS,Snack Foods,182.36,3.46
PREPARED FOODS,Dairy,192.65,2.71
PREPARED FOODS,Fruits and Vegetables,157.53,5
PREPARED FOODS,Health and Hygiene,86.82,2.56
PREPARED FOODS,Dairy,48.14,4.63
PREPARED FOODS,Frozen Foods,99.74,2.78
PREPARED FOODS,Snack Foods,37.82,5
PREPARED FOODS,Meat,110.75,3.7
PREPARED FOODS,Fruits and Vegetables,198.58,5
PREPARED FOODS,Dairy,122.17,3.06
PREPARED FOODS,Dairy,36.19,5
PREPARED FOODS,Soft Drinks,144.61,2.8
PREPARED FOODS,Canned,152.0,3.32
PREPARED FOODS,Frozen Foods,118.65,4.46
PREPARED FOODS,Breads,35.26,3.64
PREPARED FOODS,Canned,222.05,3.48
PREPARED FOODS,Baking Goods,38.62,3.48
PREPARED FOODS,Frozen Foods,107.73,4.02
PREPARED FOODS,Fruits and Vegetables,130.1,5
PREPARED FOODS,Snack Foods,126.07,3.27
PREPARED FOODS,Health and Hygiene,97.84,5
PREPARED FOODS,Baking Goods,241.32,4.25
PREPARED FOODS,Frozen Foods,196.91,5
PREPARED FOODS,Breads,222.31,5
PREPARED FOODS,Meat,150.07,4.65
PREPARED FOODS,Canned,106.23,2.86
PREPARED FOODS,Fruits and Vegetables,120.24,3.84
PREPARED FOODS,Canned,116.45,3.99
PREPARED FOODS,Baking Goods,120.41,4.3
PREPARED FOODS,Canned,248.74,3.19
PREPARED FOODS,Health and Hygiene,157.86,4.2
PREPARED FOODS,Breakfast,164.05,4.02
PREPARED FOODS,Canned,143.88,1.91
PREPARED FOODS,Fruits and Vegetables,172.81,3.99
PREPARED FOODS,Dairy,75.34,4.68
PREPARED FOODS,Starchy Foods,174.11,4.2
PREPARED FOODS,Canned,153.1,5
PREPARED FOODS,Canned,166.58,3.04
PREPARED FOODS,Hard Drinks,113.58,3.83
PREPARED FOODS,Baking Goods,118.51,3.42
PREPARED FOODS,Snack Foods,39.35,1.59
PREPARED FOODS,Soft Drinks,192.02,2.95
PREPARED FOODS,Snack Foods,227.97,3.74
PREPARED FOODS,Fruits and Vegetables,140.02,3.03
PREPARED FOODS,Dairy,120.34,3.9
PREPARED FOODS,Health and Hygiene,189.62,2.9
PREPARED FOODS,Frozen Foods,230.17,2.94
PREPARED FOODS,Fruits and Vegetables,144.21,4.37
PREPARED FOODS,Household,173.74,5
PREPARED FOODS,Fruits and Vegetables,81.16,4.3
PREPARED FOODS,Health and Hygiene,154.27,3.06
PREPARED FOODS,Starchy Foods,127.1,2.9
PREPARED FOODS,Health and Hygiene,100.44,3.11
PREPARED FOODS,Baking Goods,49.5,2.49
PREPARED FOODS,Household,166.15,3.96
PREPARED FOODS,Health and Hygiene,48.2,3.83
PREPARED FOODS,Fruits and Vegetables,177.01,3.15
PREPARED FOODS,Snack Foods,112.95,2.85
PREPARED FOODS,Fruits and Vegetables,243.31,3.65
PREPARED FOODS,Breads,61.62,4.45
PREPARED FOODS,Fruits and Vegetables,179.23,1.66
PREPARED FOODS,Health and Hygiene,40.65,4.03
PREPARED FOODS,Fruits and Vegetables,151.57,3.43
PREPARED FOODS,Household,159.46,4.81
PREPARED FOODS,Soft Drinks,170.74,2.93
PREPARED FOODS,Others,254.0,3.58
PREPARED FOODS,Soft Drinks,94.41,4.67
PREPARED FOODS,Canned,183.53,4.22
PREPARED FOODS,Snack Foods,235.56,2.82
PREPARED FOODS,Hard Drinks,145.04,3.1
PREPARED FOODS,Canned,50.9,4.01
PREPARED FOODS,Household,188.69,2.39
PREPARED FOODS,Meat,184.7,4.46
PREPARED FOODS,Others,57.06,5
PREPARED FOODS,Baking Goods,148.51,2.98
PREPARED FOODS,Snack Foods,256.26,2.94
PREPARED FOODS,Fruits and Vegetables,205.86,4.43
PREPARED FOODS,Snack Foods,145.44,2.89
PREPARED FOODS,Fruits and Vegetables,189.62,1.86
PREPARED FOODS,Meat,101.27,3.53
PREPARED FOODS,Household,154.43,4.25
PREPARED FOODS,Meat,242.45,5
PREPARED FOODS,Snack Foods,107.89,5
PREPARED FOODS,Fruits and Vegetables,145.31,3.08
PREPARED FOODS,Dairy,261.19,3.68
PREPARED FOODS,Household,170.61,1.22
PREPARED FOODS,Health and Hygiene,231.73,3.56
PREPARED FOODS,Baking Goods,190.32,4.19
PREPARED FOODS,Frozen Foods,160.42,4.21
PREPARED FOODS,Household,164.12,3.58
PREPARED FOODS,Fruits and Vegetables,121.04,3.88
PREPARED FOODS,Meat,123.08,3.51
PREPARED FOODS,Household,166.42,3.07
PREPARED FOODS,Dairy,257.57,4.89
PREPARED FOODS,Soft Drinks,188.32,4.6
PREPARED FOODS,Canned,51.94,3.63
PREPARED FOODS,Fruits and Vegetables,223.58,4.23
PREPARED FOODS,Frozen Foods,82.56,2.43
PREPARED FOODS,Household,44.71,3.37
PREPARED FOODS,Others,190.75,4.35
PREPARED FOODS,Frozen Foods,155.07,4.18
PREPARED FOODS,Breakfast,164.85,3.08
PREPARED FOODS,Baking Goods,77.24,4.86
PREPARED FOODS,Fruits and Vegetables,152.54,4.33
PREPARED FOODS,Fruits and Vegetables,123.37,5
PREPARED FOODS,Baking Goods,98.74,3.43
PREPARED FOODS,Baking Goods,158.23,2.06
PREPARED FOODS,Breads,216.02,4.12
PREPARED FOODS,Snack Foods,120.14,4.82
PREPARED FOODS,Frozen Foods,45.51,4.87
PREPARED FOODS,Health and Hygiene,155.46,3.63
PREPARED FOODS,Dairy,185.16,2.62
PREPARED FOODS,Baking Goods,93.55,3.55
PREPARED FOODS,Breads,96.31,2.51
PREPARED FOODS,Snack Foods,60.86,5
PREPARED FOODS,Canned,87.72,4.69
PREPARED FOODS,Fruits and Vegetables,229.5,3.11
PREPARED FOODS,Soft Drinks,95.58,4.07
PREPARED FOODS,Canned,80.6,2.53
PREPARED FOODS,Fruits and Vegetables,217.42,5
PREPARED FOODS,Canned,190.05,5
PREPARED FOODS,Snack Foods,146.78,5
PREPARED FOODS,Health and Hygiene,193.58,2.72
PREPARED FOODS,Fruits and Vegetables,59.95,3.59
PREPARED FOODS,Soft Drinks,123.97,3.3
PREPARED FOODS,Fruits and Vegetables,144.54,3.14
PREPARED FOODS,Breakfast,157.36,2.82
PREPARED FOODS,Frozen Foods,60.49,3.38
PREPARED FOODS,Meat,205.8,3.92
PREPARED FOODS,Fruits and Vegetables,92.94,4.39
PREPARED FOODS,Canned,249.74,4.68
PREPARED FOODS,Fruits and Vegetables,58.12,2.73
PREPARED FOODS,Baking Goods,200.01,2.63
PREPARED FOODS,Meat,180.83,2.69
PREPARED FOODS,Fruits and Vegetables,118.94,2.83
PREPARED FOODS,Others,99.3,4.83
PREPARED FOODS,Meat,101.7,2.75
PREPARED FOODS,Meat,206.0,5
PREPARED FOODS,Hard Drinks,54.16,2.23
PREPARED FOODS,Snack Foods,38.12,2.04
PREPARED FOODS,Household,103.83,3.65
PREPARED FOODS,Baking Goods,90.58,3.58
PREPARED FOODS,Baking Goods,176.04,1.88
PREPARED FOODS,Fruits and Vegetables,190.08,2.06
PREPARED FOODS,Hard Drinks,52.23,1.3
PREPARED FOODS,Baking Goods,232.76,4.51
PREPARED FOODS,Meat,155.93,3.53
PREPARED FOODS,Dairy,77.14,4.21
PREPARED FOODS,Fruits and Vegetables,56.03,3.54
PREPARED FOODS,Health and Hygiene,263.69,4.28
PREPARED FOODS,Fruits and Vegetables,100.47,2.98
PREPARED FOODS,Fruits and Vegetables,77.1,2.83
PREPARED FOODS,Frozen Foods,228.67,3.48
PREPARED FOODS,Canned,151.77,3.27
PREPARED FOODS,Meat,197.61,4.22
PREPARED FOODS,Snack Foods,209.19,5
PREPARED FOODS,Snack Foods,144.61,3.73
PREPARED FOODS,Fruits and Vegetables,147.61,1.36
PREPARED FOODS,Seafood,151.5,4.32
PREPARED FOODS,Snack Foods,42.64,3.68
PREPARED FOODS,Fruits and Vegetables,99.4,5
PREPARED FOODS,Frozen Foods,151.74,2.8
PREPARED FOODS,Household,95.84,2.52
PREPARED FOODS,Dairy,97.28,0.93
PREPARED FOODS,Household,163.65,0.86
PREPARED FOODS,Baking Goods,207.83,3.9
PREPARED FOODS,Household,117.45,3.32
PREPARED FOODS,Breads,217.42,3.8
PREPARED FOODS,Baking Goods,241.42,3.9
PREPARED FOODS,Frozen Foods,152.8,3.44
PREPARED FOODS,Baking Goods,77.86,4.52
PREPARED FOODS,Household,171.94,3.7
PREPARED FOODS,Frozen Foods,46.01,4.6
PREPARED FOODS,Snack Foods,240.02,3.53
PREPARED FOODS,Frozen Foods,161.06,2.63
PREPARED FOODS,Soft Drinks,77.17,4.83
PREPARED FOODS,Frozen Foods,231.2,4.93
PREPARED FOODS,Snack Foods,186.59,3.62
PREPARED FOODS,Canned,105.56,2.58
PREPARED FOODS,Frozen Foods,244.11,4.07
PREPARED FOODS,Fruits and Vegetables,128.8,5
PREPARED FOODS,Snack Foods,66.45,2.5
PREPARED FOODS,Household,103.2,2.2
PREPARED FOODS,Dairy,51.8,4.12
PREPARED FOODS,Household,35.59,3.42
PREPARED FOODS,Meat,118.02,3.15
PREPARED FOODS,Fruits and Vegetables,150.07,4.19
PREPARED FOODS,Fruits and Vegetables,49.67,5
PREPARED FOODS,Snack Foods,53.3,5
PREPARED FOODS,Frozen Foods,195.01,1.98
PREPARED FOODS,Fruits and Vegetables,87.72,5
PREPARED FOODS,Frozen Foods,179.87,3.07
PREPARED FOODS,Baking Goods,197.94,5
PREPARED FOODS,Fruits and Vegetables,115.25,3.43
PREPARED FOODS,Baking Goods,117.71,3.57
PREPARED FOODS,Breads,60.52,3.1
PREPARED FOODS,Frozen Foods,154.5,3.74
PREPARED FOODS,Household,97.87,4.9
PREPARED FOODS,Household,166.55,4.88
PREPARED FOODS,Household,91.51,3.7
PREPARED FOODS,Dairy,75.87,4.44
PREPARED FOODS,Fruits and Vegetables,103.73,3.81
PREPARED FOODS,Fruits and Vegetables,150.8,2.56
PREPARED FOODS,Fruits and Vegetables,225.27,2.83
PREPARED FOODS,Fruits and Vegetables,37.32,3.5
PREPARED FOODS,Breads,64.08,4.88
PREPARED FOODS,Snack Foods,182.3,3.52
PREPARED FOODS,Snack Foods,105.96,1.41
PREPARED FOODS,Dairy,99.3,2.79
PREPARED FOODS,Fruits and Vegetables,97.64,4.4
PREPARED FOODS,Dairy,262.76,3.4
PREPARED FOODS,Fruits and Vegetables,86.89,3.11
PREPARED FOODS,Breads,219.62,3.9
PREPARED FOODS,Snack Foods,99.47,4.31
PREPARED FOODS,Snack Foods,218.38,3.41
PREPARED FOODS,Frozen Foods,195.75,2.85
PREPARED FOODS,Health and Hygiene,264.69,3.74
PREPARED FOODS,Household,60.02,2.7
PREPARED FOODS,Breads,219.52,2.04
PREPARED FOODS,Health and Hygiene,141.38,3.06
PREPARED FOODS,Hard Drinks,172.74,0.95
PREPARED FOODS,Others,239.35,4.75
PREPARED FOODS,Snack Foods,258.16,3.7
PREPARED FOODS,Canned,198.77,3.87
PREPARED FOODS,Health and Hygiene,150.27,5
PREPARED FOODS,Others,178.07,4.08
PREPARED FOODS,Baking Goods,170.38,4.85
PREPARED FOODS,Canned,256.4,3.03
PREPARED FOODS,Breakfast,131.26,2.56
PREPARED FOODS,Fruits and Vegetables,242.95,3.11
PREPARED FOODS,Fruits and Vegetables,186.09,3.09
PREPARED FOODS,Household,182.7,5
PREPARED FOODS,Fruits and Vegetables,118.88,3.54
PREPARED FOODS,Snack Foods,112.65,3.03
PREPARED FOODS,Frozen Foods,54.96,2.67
PREPARED FOODS,Fruits and Vegetables,113.05,4.17
PREPARED FOODS,Fruits and Vegetables,123.51,5
PREPARED FOODS,Dairy,147.18,5
PREPARED FOODS,Snack Foods,139.92,3.44
PREPARED FOODS,Others,212.86,4.16
PREPARED FOODS,Health and Hygiene,105.86,4.68
PREPARED FOODS,Baking Goods,141.91,2.86
PREPARED FOODS,Canned,251.04,3.31
PREPARED FOODS,Meat,74.9,5
PREPARED FOODS,Baking Goods,122.34,4.2
PREPARED FOODS,Fruits and Vegetables,224.41,2.09
PREPARED FOODS,Canned,94.78,2.66
PREPARED FOODS,Dairy,221.05,4.19
PREPARED FOODS,Snack Foods,74.6,3.59
PREPARED FOODS,Fruits and Vegetables,184.33,3.78
PREPARED FOODS,Canned,102.9,4.64
PREPARED FOODS,Frozen Foods,143.38,2.8
PREPARED FOODS,Household,186.89,3.95
PREPARED FOODS,Snack Foods,90.85,3.79
PREPARED FOODS,Hard Drinks,40.02,5
PREPARED FOODS,Household,98.97,3.4
PREPARED FOODS,Canned,97.87,5
PREPARED FOODS,Frozen Foods,108.03,5
PREPARED FOODS,Frozen Foods,84.29,4.84
PREPARED FOODS,Household,55.96,3
PREPARED FOODS,Snack Foods,35.86,4.09
PREPARED FOODS,Breads,217.32,2.5
PREPARED FOODS,Meat,182.13,3.32
PREPARED FOODS,Fruits and Vegetables,198.58,3.24
PREPARED FOODS,Household,34.89,5
PREPARED FOODS,Hard Drinks,75.24,2.85
PREPARED FOODS,Others,142.52,3
PREPARED FOODS,Dairy,222.31,2.95
PREPARED FOODS,Meat,52.43,3.45
PREPARED FOODS,Fruits and Vegetables,116.78,2.96
PREPARED FOODS,Baking Goods,124.6,2.06
PREPARED FOODS,Frozen Foods,76.84,2.5
PREPARED FOODS,Snack Foods,107.26,4.5
PREPARED FOODS,Meat,38.68,3.72
PREPARED FOODS,Baking Goods,108.29,3.13
PREPARED FOODS,Baking Goods,166.42,4.43
PREPARED FOODS,Hard Drinks,122.74,5
PREPARED FOODS,Household,119.98,3.86
PREPARED FOODS,Household,144.65,4.24
PREPARED FOODS,Soft Drinks,196.38,2.8
PREPARED FOODS,Dairy,51.93,4.14
PREPARED FOODS,Dairy,44.11,4.2
PREPARED FOODS,Snack Foods,166.62,3.5
PREPARED FOODS,Fruits and Vegetables,112.69,4.16
PREPARED FOODS,Baking Goods,162.99,5
PREPARED FOODS,Snack Foods,90.25,4.25
PREPARED FOODS,Fruits and Vegetables,131.6,4.67
PREPARED FOODS,Fruits and Vegetables,89.51,3.65
PREPARED FOODS,Starchy Foods,126.5,4.63
PREPARED FOODS,Meat,89.45,3.2
PREPARED FOODS,Snack Foods,41.71,2.88
PREPARED FOODS,Dairy,78.4,4.3
PREPARED FOODS,Health and Hygiene,210.82,3
PREPARED FOODS,Others,105.03,3.33
PREPARED FOODS,Baking Goods,100.54,4.52
PREPARED FOODS,Dairy,88.15,3.42
PREPARED FOODS,Fruits and Vegetables,176.9,4.29
PREPARED FOODS,Frozen Foods,34.16,4.24
PREPARED FOODS,Fruits and Vegetables,114.38,5
PREPARED FOODS,Fruits and Vegetables,61.75,2.73
PREPARED FOODS,Meat,169.78,4.08
PREPARED FOODS,Snack Foods,167.28,5
PREPARED FOODS,Canned,41.25,3.27
PREPARED FOODS,Fruits and Vegetables,224.81,4.26
PREPARED FOODS,Dairy,181.96,4.4
PREPARED FOODS,Soft Drinks,165.25,3.75
PREPARED FOODS,Breakfast,153.17,3.49
PREPARED FOODS,Household,172.71,3.55
PREPARED FOODS,Breakfast,132.06,3.73
PREPARED FOODS,Household,178.77,3.89
PREPARED FOODS,Health and Hygiene,156.46,1.81
PREPARED FOODS,Frozen Foods,148.11,3.93
PREPARED FOODS,Household,34.99,3.22
PREPARED FOODS,Snack Foods,131.43,5
PREPARED FOODS,Others,110.72,3.78
PREPARED FOODS,Baking Goods,146.94,2.75
PREPARED FOODS,Meat,256.33,4.45
PREPARED FOODS,Baking Goods,48.3,3.52
PREPARED FOODS,Canned,171.78,1.62
PREPARED FOODS,Household,193.42,2.99
PREPARED FOODS,Baking Goods,178.44,4.87
PREPARED FOODS,Soft Drinks,145.21,5
PREPARED FOODS,Health and Hygiene,189.62,4.76
PREPARED FOODS,Household,164.79,4.08
PREPARED FOODS,Fruits and Vegetables,170.81,0.52
PREPARED FOODS,Hard Drinks,171.41,3.17
PREPARED FOODS,Household,258.6,3.85
PREPARED FOODS,Fruits and Vegetables,117.15,3.94
PREPARED FOODS,Dairy,40.61,4.44
PREPARED FOODS,Frozen Foods,141.68,4.61
PREPARED FOODS,Health and Hygiene,184.96,3.69
PREPARED FOODS,Starchy Foods,44.61,4.21
PREPARED FOODS,Frozen Foods,108.69,2.93
PREPARED FOODS,Dairy,259.86,3.48
PREPARED FOODS,Canned,48.04,2.05
PREPARED FOODS,Dairy,156.33,4.12
PREPARED FOODS,Snack Foods,119.01,3.58
PREPARED FOODS,Frozen Foods,185.03,4.44
PREPARED FOODS,Fruits and Vegetables,125.74,3.75
PREPARED FOODS,Fruits and Vegetables,42.61,4.99
PREPARED FOODS,Fruits and Vegetables,106.0,2.28
PREPARED FOODS,Breads,174.94,4.27
PREPARED FOODS,Baking Goods,52.8,2.28
PREPARED FOODS,Snack Foods,183.06,3.71
PREPARED FOODS,Fruits and Vegetables,218.15,3.11
PREPARED FOODS,Snack Foods,107.33,3.5
PREPARED FOODS,Dairy,117.38,3.67
PREPARED FOODS,Fruits and Vegetables,169.78,3.33
PREPARED FOODS,Health and Hygiene,105.99,3.55
PREPARED FOODS,Snack Foods,151.8,3.64
PREPARED FOODS,Fruits and Vegetables,116.18,2.32
