Product Category,Product Name,Unit Price,ratings
PREPARED FOODS,Dairy,86.2198,2.39
PREPARED FOODS,Dairy,60.5194,0.68
PREPARED FOODS,Health and Hygiene,43.7086,3.63
PREPARED FOODS,Fruits and Vegetables,185.3266,2.98
PREPARED FOODS,Fruits and Vegetables,140.9838,3.24
PREPARED FOODS,Dairy,224.3404,2.03
PREPARED FOODS,Meat,152.7366,4.83
PREPARED FOODS,Starchy Foods,56.9904,1.92
PREPARED FOODS,Household,210.1954,3.72
PREPARED FOODS,Hard Drinks,105.7938,2.8
PREPARED FOODS,Snack Foods,122.2072,3.93
PREPARED FOODS,Baking Goods,95.6436,3.4
PREPARED FOODS,Household,154.7656,2.98
PREPARED FOODS,Health and Hygiene,257.5672,5
PREPARED FOODS,Household,186.2556,4.88
PREPARED FOODS,Household,129.6968,3.23
PREPARED FOODS,Fruits and Vegetables,224.7062,3.83
PREPARED FOODS,Canned,104.5622,2.9
PREPARED FOODS,Household,178.366,2.73
PREPARED FOODS,Dairy,150.105,2.5
PREPARED FOODS,Baking Goods,228.301,2.78
PREPARED FOODS,Baking Goods,48.6008,4.32
PREPARED FOODS,Snack Foods,250.8408,5
PREPARED FOODS,Frozen Foods,147.8392,3.35
PREPARED FOODS,Household,117.515,4.5
PREPARED FOODS,Snack Foods,176.8054,4.27
PREPARED FOODS,Household,260.6962,2.37
PREPARED FOODS,Household,36.2848,4.99
PREPARED FOODS,Snack Foods,117.3124,4.64
PREPARED FOODS,Meat,184.4292,1.76
PREPARED FOODS,Frozen Foods,187.0214,4.12
PREPARED FOODS,Fruits and Vegetables,228.001,3.2
PREPARED FOODS,Starchy Foods,175.4738,3.25
PREPARED FOODS,Snack Foods,35.219,3.53
PREPARED FOODS,Snack Foods,156.7972,3.27
PREPARED FOODS,Meat,254.933,4.33
PREPARED FOODS,Snack Foods,239.4564,3.5
PREPARED FOODS,Snack Foods,115.7518,2.46
PREPARED FOODS,Frozen Foods,39.7796,3.72
PREPARED FOODS,Snack Foods,209.7928,3.51
PREPARED FOODS,Fruits and Vegetables,103.6306,5
PREPARED FOODS,Household,217.1192,4.22
PREPARED FOODS,Soft Drinks,224.372,4.59
PREPARED FOODS,Frozen Foods,236.1906,2.53
PREPARED FOODS,Household,127.2678,4.23
PREPARED FOODS,Household,127.402,4.9
PREPARED FOODS,Household,165.1842,4.97
PREPARED FOODS,Baking Goods,221.5114,3.26
PREPARED FOODS,Snack Foods,228.2694,4.58
PREPARED FOODS,Canned,211.327,5
PREPARED FOODS,Canned,94.912,4.76
PREPARED FOODS,Starchy Foods,164.9526,4.76
PREPARED FOODS,Snack Foods,227.4352,2.5
PREPARED FOODS,Frozen Foods,82.325,3.68
PREPARED FOODS,Breads,63.7194,4.77
PREPARED FOODS,Breads,140.3838,5
PREPARED FOODS,Household,128.6678,1.6
PREPARED FOODS,Meat,89.1172,3.42
PREPARED FOODS,Fruits and Vegetables,116.2466,2.11
PREPARED FOODS,Snack Foods,237.7248,3.92
PREPARED FOODS,Baking Goods,207.5296,4.22
PREPARED FOODS,Hard Drinks,52.2298,3.37
PREPARED FOODS,Health and Hygiene,35.0874,4.26
PREPARED FOODS,Meat,43.9112,4.86
PREPARED FOODS,Fruits and Vegetables,188.3898,4.22
PREPARED FOODS,Baking Goods,52.3008,4.66
PREPARED FOODS,Meat,36.3532,5
PREPARED FOODS,Fruits and Vegetables,242.8512,5
PREPARED FOODS,Dairy,154.134,3.74
PREPARED FOODS,Soft Drinks,92.112,4.21
PREPARED FOODS,Snack Foods,119.144,5
PREPARED FOODS,Fruits and Vegetables,231.6642,5
PREPARED FOODS,Snack Foods,228.6352,2.98
PREPARED FOODS,Frozen Foods,121.2414,5
PREPARED FOODS,Starchy Foods,60.4904,4.04
PREPARED FOODS,Household,162.7526,3.76
PREPARED FOODS,Fruits and Vegetables,100.07,2.93
PREPARED FOODS,Health and Hygiene,164.5842,3.35
PREPARED FOODS,Dairy,214.985,4.98
PREPARED FOODS,Health and Hygiene,103.6674,4.87
PREPARED FOODS,Fruits and Vegetables,123.2388,2.62
PREPARED FOODS,Health and Hygiene,156.9604,4.4
PREPARED FOODS,Frozen Foods,38.0506,4.14
PREPARED FOODS,Meat,141.2812,3.37
PREPARED FOODS,Hard Drinks,173.908,5
PREPARED FOODS,Canned,40.248,4.02
PREPARED FOODS,Dairy,82.425,2.68
PREPARED FOODS,Frozen Foods,126.2046,1.45
PREPARED FOODS,Fruits and Vegetables,125.5046,3.47
PREPARED FOODS,Meat,99.9674,5
PREPARED FOODS,Soft Drinks,45.1086,4.62
PREPARED FOODS,Hard Drinks,176.1396,3.72
PREPARED FOODS,Soft Drinks,172.6738,4.88
PREPARED FOODS,Baking Goods,107.128,4.56
PREPARED FOODS,Frozen Foods,124.8362,4.49
PREPARED FOODS,Canned,90.3488,3.59
PREPARED FOODS,Canned,103.799,3.43
PREPARED FOODS,Soft Drinks,43.377,3.2
PREPARED FOODS,Household,141.547,3.85
PREPARED FOODS,Fruits and Vegetables,228.201,4.23
PREPARED FOODS,Snack Foods,229.4352,2.18
PREPARED FOODS,Others,195.0478,4.15
PREPARED FOODS,Household,42.6454,2.48
PREPARED FOODS,Meat,233.7616,3.62
PREPARED FOODS,Snack Foods,146.976,4.5
PREPARED FOODS,Baking Goods,162.421,2.48
PREPARED FOODS,Dairy,63.0536,2.75
PREPARED FOODS,Frozen Foods,145.6102,3.34
PREPARED FOODS,Snack Foods,100.6332,3.58
PREPARED FOODS,Dairy,92.6436,4.75
PREPARED FOODS,Meat,110.4544,4.82
PREPARED FOODS,Snack Foods,44.7402,4.21
PREPARED FOODS,Frozen Foods,59.4246,3.42
PREPARED FOODS,Fruits and Vegetables,122.5046,3.28
PREPARED FOODS,Baking Goods,33.4874,3.18
PREPARED FOODS,Dairy,152.334,5
PREPARED FOODS,Frozen Foods,88.1198,5
PREPARED FOODS,Snack Foods,191.282,3.02
PREPARED FOODS,Meat,160.6578,4.04
PREPARED FOODS,Canned,187.1214,3.72
PREPARED FOODS,Frozen Foods,121.1414,3.64
PREPARED FOODS,Fruits and Vegetables,216.3508,4.01
PREPARED FOODS,Breads,85.4566,3.99
PREPARED FOODS,Health and Hygiene,165.1526,3.57
PREPARED FOODS,Meat,152.3682,2.54
PREPARED FOODS,Frozen Foods,145.4418,2.92
PREPARED FOODS,Baking Goods,98.7726,3.37
PREPARED FOODS,Dairy,55.593,2.47
PREPARED FOODS,Fruits and Vegetables,250.9092,4.87
PREPARED FOODS,Fruits and Vegetables,110.0254,4.95
PREPARED FOODS,Snack Foods,62.351,4.35
PREPARED FOODS,Fruits and Vegetables,178.037,3.42
PREPARED FOODS,Starchy Foods,123.1046,5
PREPARED FOODS,Household,152.4708,4.89
PREPARED FOODS,Health and Hygiene,96.8094,3.68
PREPARED FOODS,Dairy,254.2672,3.83
PREPARED FOODS,Fruits and Vegetables,194.0794,2.48
PREPARED FOODS,Canned,86.6198,4.48
PREPARED FOODS,Household,178.137,4.6
PREPARED FOODS,Soft Drinks,45.9086,4.82
PREPARED FOODS,Snack Foods,214.2218,3.86
PREPARED FOODS,Meat,80.6276,3.15
PREPARED FOODS,Household,174.937,4.12
PREPARED FOODS,Health and Hygiene,36.3874,4.42
PREPARED FOODS,Snack Foods,239.6222,2.8
PREPARED FOODS,Snack Foods,121.244,4.94
PREPARED FOODS,Frozen Foods,248.346,3.74
PREPARED FOODS,Snack Foods,125.6704,3.17
PREPARED FOODS,Dairy,45.2744,1.95
PREPARED FOODS,Seafood,109.6596,3.59
PREPARED FOODS,Dairy,238.5538,2.91
PREPARED FOODS,Fruits and Vegetables,195.8768,4
PREPARED FOODS,Health and Hygiene,121.673,2.27
PREPARED FOODS,Baking Goods,87.9514,3.83
PREPARED FOODS,Snack Foods,207.9612,3.41
PREPARED FOODS,Soft Drinks,175.4738,4.22
PREPARED FOODS,Fruits and Vegetables,104.928,3.75
PREPARED FOODS,Canned,39.1138,4.19
PREPARED FOODS,Fruits and Vegetables,162.921,3.2
PREPARED FOODS,Snack Foods,109.5254,4.52
PREPARED FOODS,Starchy Foods,261.3252,4.62
PREPARED FOODS,Household,189.8504,2.81
PREPARED FOODS,Dairy,181.3318,2.79
PREPARED FOODS,Household,125.902,4.12
PREPARED FOODS,Hard Drinks,60.7878,3.25
PREPARED FOODS,Fruits and Vegetables,238.9538,5
PREPARED FOODS,Soft Drinks,241.0512,2.4
PREPARED FOODS,Meat,184.3608,4.59
PREPARED FOODS,Fruits and Vegetables,161.821,1.68
PREPARED FOODS,Snack Foods,111.157,4.35
PREPARED FOODS,Others,81.0618,4.67
PREPARED FOODS,Baking Goods,98.6042,5
PREPARED FOODS,Snack Foods,152.2708,4.35
PREPARED FOODS,Fruits and Vegetables,194.411,4.37
PREPARED FOODS,Hard Drinks,73.838,3.66
PREPARED FOODS,Dairy,240.2538,4.8
PREPARED FOODS,Snack Foods,186.8898,4.88
PREPARED FOODS,Dairy,177.3002,4.65
PREPARED FOODS,Baking Goods,74.838,2.21
PREPARED FOODS,Others,184.2924,2.09
PREPARED FOODS,Canned,52.6982,3.86
PREPARED FOODS,Soft Drinks,150.8682,5
PREPARED FOODS,Household,232.2642,1.73
PREPARED FOODS,Breads,33.8558,2
PREPARED FOODS,Meat,199.0426,3.34
PREPARED FOODS,Dairy,39.6506,5
PREPARED FOODS,Canned,109.7254,4.64
PREPARED FOODS,Snack Foods,187.9872,4.24
PREPARED FOODS,Dairy,63.0194,3.85
PREPARED FOODS,Frozen Foods,146.9102,3.16
PREPARED FOODS,Breakfast,132.8626,3.97
PREPARED FOODS,Snack Foods,156.7972,3.85
PREPARED FOODS,Household,122.8414,3.47
PREPARED FOODS,Household,168.8448,3.84
PREPARED FOODS,Snack Foods,107.0622,4.8
PREPARED FOODS,Baking Goods,234.6616,2.72
PREPARED FOODS,Fruits and Vegetables,176.337,3.24
PREPARED FOODS,Breads,194.2794,1.57
PREPARED FOODS,Baking Goods,40.6138,3.63
PREPARED FOODS,Household,258.4962,3.07
PREPARED FOODS,Household,117.0808,2.39
PREPARED FOODS,Breads,85.6908,2.32
PREPARED FOODS,Fruits and Vegetables,36.5848,4.19
PREPARED FOODS,Household,264.791,4.6
PREPARED FOODS,Fruits and Vegetables,117.9466,5
PREPARED FOODS,Meat,244.2512,4.31
PREPARED FOODS,Snack Foods,59.922,4.64
PREPARED FOODS,Household,170.8422,5
PREPARED FOODS,Soft Drinks,185.924,2.84
PREPARED FOODS,Snack Foods,197.3084,4.32
PREPARED FOODS,Breakfast,194.6478,3.96
PREPARED FOODS,Fruits and Vegetables,47.9692,4.21
PREPARED FOODS,Fruits and Vegetables,171.8448,3.27
PREPARED FOODS,Canned,215.1218,5
PREPARED FOODS,Fruits and Vegetables,237.4564,3.9
PREPARED FOODS,Snack Foods,104.928,4.2
PREPARED FOODS,Health and Hygiene,143.2154,3.36
PREPARED FOODS,Fruits and Vegetables,146.2786,2.45
PREPARED FOODS,Dairy,152.334,3.12
PREPARED FOODS,Snack Foods,114.4518,4.07
PREPARED FOODS,Meat,103.799,2.5
PREPARED FOODS,Others,55.3588,3.4
PREPARED FOODS,Canned,184.6924,3.11
PREPARED FOODS,Baking Goods,224.1062,2.08
PREPARED FOODS,Household,62.0194,3.76
PREPARED FOODS,Fruits and Vegetables,128.8652,2.76
PREPARED FOODS,Household,33.09,2.31
PREPARED FOODS,Snack Foods,118.6124,4.13
PREPARED FOODS,Fruits and Vegetables,54.7298,4.17
PREPARED FOODS,Snack Foods,171.5422,3.96
PREPARED FOODS,Soft Drinks,105.528,3.14
PREPARED FOODS,Frozen Foods,245.0144,3.41
PREPARED FOODS,Fruits and Vegetables,110.7912,2.96
PREPARED FOODS,Others,101.5016,3.28
PREPARED FOODS,Health and Hygiene,177.2686,2.87
PREPARED FOODS,Household,260.1962,4.47
PREPARED FOODS,Canned,91.3804,3.92
PREPARED FOODS,Breads,229.7668,2.88
PREPARED FOODS,Frozen Foods,36.7164,4.59
PREPARED FOODS,Canned,186.3556,3.2
PREPARED FOODS,Meat,196.9452,4.16
PREPARED FOODS,Household,98.5726,3.82
PREPARED FOODS,Meat,100.5042,3.12
PREPARED FOODS,Baking Goods,61.222,5
PREPARED FOODS,Snack Foods,259.462,3.44
PREPARED FOODS,Soft Drinks,80.6592,4.04
PREPARED FOODS,Snack Foods,146.876,4.31
PREPARED FOODS,Baking Goods,93.4462,4.93
PREPARED FOODS,Snack Foods,261.691,1.18
PREPARED FOODS,Household,126.4046,5
PREPARED FOODS,Snack Foods,168.679,0.91
PREPARED FOODS,Health and Hygiene,101.0358,4.26
PREPARED FOODS,Household,89.9146,3.03
PREPARED FOODS,Canned,117.0124,3.12
PREPARED FOODS,Snack Foods,182.3634,3.46
PREPARED FOODS,Dairy,192.6504,2.71
PREPARED FOODS,Fruits and Vegetables,157.5262,5
PREPARED FOODS,Health and Hygiene,86.8224,2.56
PREPARED FOODS,Dairy,48.135,4.63
PREPARED FOODS,Frozen Foods,99.7358,2.78
PREPARED FOODS,Snack Foods,37.819,5
PREPARED FOODS,Meat,110.7544,3.7
PREPARED FOODS,Fruits and Vegetables,198.5768,5
PREPARED FOODS,Dairy,122.173,3.06
PREPARED FOODS,Dairy,36.1874,5
PREPARED FOODS,Soft Drinks,144.6128,2.8
PREPARED FOODS,Canned,151.9998,3.32
PREPARED FOODS,Frozen Foods,118.6466,4.46
PREPARED FOODS,Breads,35.2558,3.64
PREPARED FOODS,Canned,222.0456,3.48
PREPARED FOODS,Baking Goods,38.6164,3.48
PREPARED FOODS,Frozen Foods,107.728,4.02
PREPARED FOODS,Fruits and Vegetables,130.0994,5
PREPARED FOODS,Snack Foods,126.0678,3.27
PREPARED FOODS,Health and Hygiene,97.8384,5
PREPARED FOODS,Baking Goods,241.3196,4.25
PREPARED FOODS,Frozen Foods,196.911,5
PREPARED FOODS,Breads,222.3088,5
PREPARED FOODS,Meat,150.0708,4.65
PREPARED FOODS,Canned,106.228,2.86
PREPARED FOODS,Fruits and Vegetables,120.244,3.84
PREPARED FOODS,Canned,116.4492,3.99
PREPARED FOODS,Baking Goods,120.4098,4.3
PREPARED FOODS,Canned,248.7408,3.19
PREPARED FOODS,Health and Hygiene,157.8604,4.2
PREPARED FOODS,Breakfast,164.0526,4.02
PREPARED FOODS,Canned,143.8786,1.91
PREPARED FOODS,Fruits and Vegetables,172.808,3.99
PREPARED FOODS,Dairy,75.3354,4.68
PREPARED FOODS,Starchy Foods,174.108,4.2
PREPARED FOODS,Canned,153.0998,5
PREPARED FOODS,Canned,166.5842,3.04
PREPARED FOODS,Hard Drinks,113.5834,3.83
PREPARED FOODS,Baking Goods,118.5098,3.42
PREPARED FOODS,Snack Foods,39.348,1.59
PREPARED FOODS,Soft Drinks,192.0188,2.95
PREPARED FOODS,Snack Foods,227.9694,3.74
PREPARED FOODS,Fruits and Vegetables,140.0154,3.03
PREPARED FOODS,Dairy,120.344,3.9
PREPARED FOODS,Health and Hygiene,189.6214,2.9
PREPARED FOODS,Frozen Foods,230.1668,2.94
PREPARED FOODS,Fruits and Vegetables,144.2102,4.37
PREPARED FOODS,Household,173.7422,5
PREPARED FOODS,Fruits and Vegetables,81.1592,4.3
PREPARED FOODS,Health and Hygiene,154.2682,3.06
PREPARED FOODS,Starchy Foods,127.102,2.9
PREPARED FOODS,Health and Hygiene,100.4384,3.11
PREPARED FOODS,Baking Goods,49.5034,2.49
PREPARED FOODS,Household,166.1526,3.96
PREPARED FOODS,Health and Hygiene,48.2034,3.83
PREPARED FOODS,Fruits and Vegetables,177.0054,3.15
PREPARED FOODS,Snack Foods,112.9518,2.85
PREPARED FOODS,Fruits and Vegetables,243.3144,3.65
PREPARED FOODS,Breads,61.6194,4.45
PREPARED FOODS,Fruits and Vegetables,179.2318,1.66
PREPARED FOODS,Health and Hygiene,40.648,4.03
PREPARED FOODS,Fruits and Vegetables,151.5682,3.43
PREPARED FOODS,Household,159.4604,4.81
PREPARED FOODS,Soft Drinks,170.7422,2.93
PREPARED FOODS,Others,254.004,3.58
PREPARED FOODS,Soft Drinks,94.412,4.67
PREPARED FOODS,Canned,183.5266,4.22
PREPARED FOODS,Snack Foods,235.559,2.82
PREPARED FOODS,Hard Drinks,145.0444,3.1
PREPARED FOODS,Canned,50.9008,4.01
PREPARED FOODS,Household,188.6872,2.39
PREPARED FOODS,Meat,184.695,4.46
PREPARED FOODS,Others,57.0614,5
PREPARED FOODS,Baking Goods,148.5076,2.98
PREPARED FOODS,Snack Foods,256.2646,2.94
PREPARED FOODS,Fruits and Vegetables,205.8638,4.43
PREPARED FOODS,Snack Foods,145.4418,2.89
PREPARED FOODS,Fruits and Vegetables,189.6214,1.86
PREPARED FOODS,Meat,101.2674,3.53
PREPARED FOODS,Household,154.434,4.25
PREPARED FOODS,Meat,242.4512,5
PREPARED FOODS,Snack Foods,107.8912,5
PREPARED FOODS,Fruits and Vegetables,145.3102,3.08
PREPARED FOODS,Dairy,261.191,3.68
PREPARED FOODS,Household,170.6106,1.22
PREPARED FOODS,Health and Hygiene,231.73,3.56
PREPARED FOODS,Baking Goods,190.3214,4.19
PREPARED FOODS,Frozen Foods,160.4236,4.21
PREPARED FOODS,Household,164.121,3.58
PREPARED FOODS,Fruits and Vegetables,121.044,3.88
PREPARED FOODS,Meat,123.0756,3.51
PREPARED FOODS,Household,166.4184,3.07
PREPARED FOODS,Dairy,257.5672,4.89
PREPARED FOODS,Soft Drinks,188.324,4.6
PREPARED FOODS,Canned,51.935,3.63
PREPARED FOODS,Fruits and Vegetables,223.5772,4.23
PREPARED FOODS,Frozen Foods,82.5618,2.43
PREPARED FOODS,Household,44.7086,3.37
PREPARED FOODS,Others,190.753,4.35
PREPARED FOODS,Frozen Foods,155.0656,4.18
PREPARED FOODS,Breakfast,164.8526,3.08
PREPARED FOODS,Baking Goods,77.2354,4.86
PREPARED FOODS,Fruits and Vegetables,152.5366,4.33
PREPARED FOODS,Fruits and Vegetables,123.373,5
PREPARED FOODS,Baking Goods,98.7384,3.43
PREPARED FOODS,Baking Goods,158.2288,2.06
PREPARED FOODS,Breads,216.0166,4.12
PREPARED FOODS,Snack Foods,120.144,4.82
PREPARED FOODS,Frozen Foods,45.506,4.87
PREPARED FOODS,Health and Hygiene,155.463,3.63
PREPARED FOODS,Dairy,185.1608,2.62
PREPARED FOODS,Baking Goods,93.5462,3.55
PREPARED FOODS,Breads,96.3068,2.51
PREPARED FOODS,Snack Foods,60.8562,5
PREPARED FOODS,Canned,87.7198,4.69
PREPARED FOODS,Fruits and Vegetables,229.5036,3.11
PREPARED FOODS,Soft Drinks,95.5752,4.07
PREPARED FOODS,Canned,80.596,2.53
PREPARED FOODS,Fruits and Vegetables,217.4192,5
PREPARED FOODS,Canned,190.053,5
PREPARED FOODS,Snack Foods,146.776,5
PREPARED FOODS,Health and Hygiene,193.5794,2.72
PREPARED FOODS,Fruits and Vegetables,59.9536,3.59
PREPARED FOODS,Soft Drinks,123.973,3.3
PREPARED FOODS,Fruits and Vegetables,144.5444,3.14
PREPARED FOODS,Breakfast,157.363,2.82
PREPARED FOODS,Frozen Foods,60.4878,3.38
PREPARED FOODS,Meat,205.798,3.92
PREPARED FOODS,Fruits and Vegetables,92.9436,4.39
PREPARED FOODS,Canned,249.7408,4.68
PREPARED FOODS,Fruits and Vegetables,58.1246,2.73
PREPARED FOODS,Baking Goods,200.0084,2.63
PREPARED FOODS,Meat,180.8292,2.69
PREPARED FOODS,Fruits and Vegetables,118.944,2.83
PREPARED FOODS,Others,99.3016,4.83
PREPARED FOODS,Meat,101.699,2.75
PREPARED FOODS,Meat,205.998,5
PREPARED FOODS,Hard Drinks,54.1614,2.23
PREPARED FOODS,Snack Foods,38.119,2.04
PREPARED FOODS,Household,103.8332,3.65
PREPARED FOODS,Baking Goods,90.583,3.58
PREPARED FOODS,Baking Goods,176.037,1.88
PREPARED FOODS,Fruits and Vegetables,190.0846,2.06
PREPARED FOODS,Hard Drinks,52.2298,1.3
PREPARED FOODS,Baking Goods,232.7616,4.51
PREPARED FOODS,Meat,155.9314,3.53
PREPARED FOODS,Dairy,77.1354,4.21
PREPARED FOODS,Fruits and Vegetables,56.0272,3.54
PREPARED FOODS,Health and Hygiene,263.6884,4.28
PREPARED FOODS,Fruits and Vegetables,100.47,2.98
PREPARED FOODS,Fruits and Vegetables,77.0986,2.83
PREPARED FOODS,Frozen Foods,228.6668,3.48
PREPARED FOODS,Canned,151.7682,3.27
PREPARED FOODS,Meat,197.611,4.22
PREPARED FOODS,Snack Foods,209.1928,5
PREPARED FOODS,Snack Foods,144.6102,3.73
PREPARED FOODS,Fruits and Vegetables,147.6102,1.36
PREPARED FOODS,Seafood,151.505,4.32
PREPARED FOODS,Snack Foods,42.6428,3.68
PREPARED FOODS,Fruits and Vegetables,99.4016,5
PREPARED FOODS,Frozen Foods,151.7366,2.8
PREPARED FOODS,Household,95.841,2.52
PREPARED FOODS,Dairy,97.2752,0.93
PREPARED FOODS,Household,163.6526,0.86
PREPARED FOODS,Baking Goods,207.8296,3.9
PREPARED FOODS,Household,117.4492,3.32
PREPARED FOODS,Breads,217.4166,3.8
PREPARED FOODS,Baking Goods,241.4196,3.9
PREPARED FOODS,Frozen Foods,152.7998,3.44
PREPARED FOODS,Baking Goods,77.8644,4.52
PREPARED FOODS,Household,171.9422,3.7
PREPARED FOODS,Frozen Foods,46.006,4.6
PREPARED FOODS,Snack Foods,240.0222,3.53
PREPARED FOODS,Frozen Foods,161.0578,2.63
PREPARED FOODS,Soft Drinks,77.167,4.83
PREPARED FOODS,Frozen Foods,231.201,4.93
PREPARED FOODS,Snack Foods,186.5898,3.62
PREPARED FOODS,Canned,105.5622,2.58
PREPARED FOODS,Frozen Foods,244.1144,4.07
PREPARED FOODS,Fruits and Vegetables,128.7994,5
PREPARED FOODS,Snack Foods,66.4484,2.5
PREPARED FOODS,Household,103.1964,2.2
PREPARED FOODS,Dairy,51.7982,4.12
PREPARED FOODS,Household,35.5874,3.42
PREPARED FOODS,Meat,118.015,3.15
PREPARED FOODS,Fruits and Vegetables,150.0734,4.19
PREPARED FOODS,Fruits and Vegetables,49.6692,5
PREPARED FOODS,Snack Foods,53.2956,5
PREPARED FOODS,Frozen Foods,195.011,1.98
PREPARED FOODS,Fruits and Vegetables,87.7172,5
PREPARED FOODS,Frozen Foods,179.866,3.07
PREPARED FOODS,Baking Goods,197.9426,5
PREPARED FOODS,Fruits and Vegetables,115.2518,3.43
PREPARED FOODS,Baking Goods,117.7124,3.57
PREPARED FOODS,Breads,60.5194,3.1
PREPARED FOODS,Frozen Foods,154.4998,3.74
PREPARED FOODS,Household,97.87,4.9
PREPARED FOODS,Household,166.5474,4.88
PREPARED FOODS,Household,91.5146,3.7
PREPARED FOODS,Dairy,75.867,4.44
PREPARED FOODS,Fruits and Vegetables,103.7332,3.81
PREPARED FOODS,Fruits and Vegetables,150.805,2.56
PREPARED FOODS,Fruits and Vegetables,225.272,2.83
PREPARED FOODS,Fruits and Vegetables,37.3164,3.5
PREPARED FOODS,Breads,64.0826,4.88
PREPARED FOODS,Snack Foods,182.295,3.52
PREPARED FOODS,Snack Foods,105.9622,1.41
PREPARED FOODS,Dairy,99.3042,2.79
PREPARED FOODS,Fruits and Vegetables,97.641,4.4
PREPARED FOODS,Dairy,262.7594,3.4
PREPARED FOODS,Fruits and Vegetables,86.8856,3.11
PREPARED FOODS,Breads,219.6166,3.9
PREPARED FOODS,Snack Foods,99.47,4.31
PREPARED FOODS,Snack Foods,218.3798,3.41
PREPARED FOODS,Frozen Foods,195.7478,2.85
PREPARED FOODS,Health and Hygiene,264.6884,3.74
PREPARED FOODS,Household,60.0194,2.7
PREPARED FOODS,Breads,219.5166,2.04
PREPARED FOODS,Health and Hygiene,141.3838,3.06
PREPARED FOODS,Hard Drinks,172.7422,0.95
PREPARED FOODS,Others,239.3538,4.75
PREPARED FOODS,Snack Foods,258.162,3.7
PREPARED FOODS,Canned,198.7742,3.87
PREPARED FOODS,Health and Hygiene,150.2734,5
PREPARED FOODS,Others,178.066,4.08
PREPARED FOODS,Baking Goods,170.3764,4.85
PREPARED FOODS,Canned,256.4014,3.03
PREPARED FOODS,Breakfast,131.2626,2.56
PREPARED FOODS,Fruits and Vegetables,242.9512,3.11
PREPARED FOODS,Fruits and Vegetables,186.0898,3.09
PREPARED FOODS,Household,182.6976,5
PREPARED FOODS,Fruits and Vegetables,118.8808,3.54
PREPARED FOODS,Snack Foods,112.6518,3.03
PREPARED FOODS,Frozen Foods,54.964,2.67
PREPARED FOODS,Fruits and Vegetables,113.0544,4.17
PREPARED FOODS,Fruits and Vegetables,123.5072,5
PREPARED FOODS,Dairy,147.176,5
PREPARED FOODS,Snack Foods,139.918,3.44
PREPARED FOODS,Others,212.856,4.16
PREPARED FOODS,Health and Hygiene,105.8596,4.68
PREPARED FOODS,Baking Goods,141.9128,2.86
PREPARED FOODS,Canned,251.0408,3.31
PREPARED FOODS,Meat,74.9038,5
PREPARED FOODS,Baking Goods,122.3388,4.2
PREPARED FOODS,Fruits and Vegetables,224.4088,2.09
PREPARED FOODS,Canned,94.7778,2.66
PREPARED FOODS,Dairy,221.0482,4.19
PREPARED FOODS,Snack Foods,74.6038,3.59
PREPARED FOODS,Fruits and Vegetables,184.3292,3.78
PREPARED FOODS,Canned,102.899,4.64
PREPARED FOODS,Frozen Foods,143.3812,2.8
PREPARED FOODS,Household,186.8898,3.95
PREPARED FOODS,Snack Foods,90.8462,3.79
PREPARED FOODS,Hard Drinks,40.0164,5
PREPARED FOODS,Household,98.9726,3.4
PREPARED FOODS,Canned,97.87,5
PREPARED FOODS,Frozen Foods,108.0254,5
PREPARED FOODS,Frozen Foods,84.2908,4.84
PREPARED FOODS,Household,55.9614,3
PREPARED FOODS,Snack Foods,35.8558,4.09
PREPARED FOODS,Breads,217.3166,2.5
PREPARED FOODS,Meat,182.1292,3.32
PREPARED FOODS,Fruits and Vegetables,198.5768,3.24
PREPARED FOODS,Household,34.89,5
PREPARED FOODS,Hard Drinks,75.238,2.85
PREPARED FOODS,Others,142.5154,3
PREPARED FOODS,Dairy,222.3114,2.95
PREPARED FOODS,Meat,52.4324,3.45
PREPARED FOODS,Fruits and Vegetables,116.7834,2.96
PREPARED FOODS,Baking Goods,124.602,2.06
PREPARED FOODS,Frozen Foods,76.8354,2.5
PREPARED FOODS,Snack Foods,107.2622,4.5
PREPARED FOODS,Meat,38.6822,3.72
PREPARED FOODS,Baking Goods,108.2938,3.13
PREPARED FOODS,Baking Goods,166.4184,4.43
PREPARED FOODS,Hard Drinks,122.7388,5
PREPARED FOODS,Household,119.9782,3.86
PREPARED FOODS,Household,144.647,4.24
PREPARED FOODS,Soft Drinks,196.3768,2.8
PREPARED FOODS,Dairy,51.9298,4.14
PREPARED FOODS,Dairy,44.1086,4.2
PREPARED FOODS,Snack Foods,166.6158,3.5
PREPARED FOODS,Fruits and Vegetables,112.6886,4.16
PREPARED FOODS,Baking Goods,162.9868,5
PREPARED FOODS,Snack Foods,90.2488,4.25
PREPARED FOODS,Fruits and Vegetables,131.5968,4.67
PREPARED FOODS,Fruits and Vegetables,89.5146,3.65
PREPARED FOODS,Starchy Foods,126.5046,4.63
PREPARED FOODS,Meat,89.4514,3.2
PREPARED FOODS,Snack Foods,41.7112,2.88
PREPARED FOODS,Dairy,78.3986,4.3
PREPARED FOODS,Health and Hygiene,210.8244,3
PREPARED FOODS,Others,105.028,3.33
PREPARED FOODS,Baking Goods,100.5384,4.52
PREPARED FOODS,Dairy,88.1514,3.42
PREPARED FOODS,Fruits and Vegetables,176.9028,4.29
PREPARED FOODS,Frozen Foods,34.1558,4.24
PREPARED FOODS,Fruits and Vegetables,114.3834,5
